species_id,provider_id,botanical_name,attribute_name,attribute_value,evidence_confidence,source_url,source_id,review_status,notes,approval_id
BCNPPD-0078,PROV-NWM,Claytonia perfoliata,product title,Miner’s Lettuce Seeds (Claytonia perfoliata),Pending review,https://northwestmeadowscapes.com/products/miner-s-lettuce-seeds-claytonia-perfoliata,SRC-0234,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0080-ATTR-01
BCNPPD-0078,PROV-NWM,Claytonia perfoliata,product type,seed,Pending review,https://northwestmeadowscapes.com/products/miner-s-lettuce-seeds-claytonia-perfoliata,SRC-0234,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0080-ATTR-02
BCNPPD-0078,PROV-NWM,Claytonia perfoliata,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/miner-s-lettuce-seeds-claytonia-perfoliata,SRC-0234,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0080-ATTR-03
BCNPPD-0087,PROV-NWM,Delphinium menziesii,description,"The most vibrant population of Menzies’ larkspur we’ve ever encountered was in a low, sandy coastal back dune, a stone’s throw from a small acrid-smelling lagoon. It’s the kind of windy site where most things prefer not to grow, where ancient brickwork and rusted machinery were dumped decades earlier, where even the gulls don’t loiter. The ground is a hard matrix of stunted plantain and biocrust. Every few years, seawater overtops the dune, sweeping things away. Saline intrusion in the soil is omnipresent. In this place, at odd irregular intervals, every few years inky blue and violet spires of this plant arise from the harshness like an unreal vision, small and tenacious, but saturated with color like no other plant on earth. Other years, the plants don’t appear at all. Knowing Menzies’ larkspur in this way, it’s surreal to see it grown in more favorable garden soils, where it leafs-out lavishly, growing itself into magnificent 3-foot-tall lush specimens, adorned with the most incredible profusion of flowers – putting ornamental nursery plants to shame with their comparative drabness. Menzies’ larkspur can live in both of these kinds of spaces – the harshness of a coastal back dune and a fertile sunny garden in North Portland. It’s native from British Columbia to California, mostly west of the Cascades. It can tolerant flat land and slopes alike. It’s at home on sunny, windswept coastal bluffs and in open oak savannas. It calls to the bees, the Anthophra and Bombus . Its alkaloids deter deer and rabbit browsing. The flowers appear in spring, often not for long, but long enough to create an unshakable memory of that intense blue, like something from Yves Klein’s deepest imaginings. Menzie’s larkspur prefers sun, warmth, and freedom from excessive competition. It enjoys the occasional companionship of short fescues, barestem biscuitroot, nodding pink onion, and checker lilies. Approximately 50 to 100 seeds (0.2 grams)",Pending review,https://northwestmeadowscapes.com/products/menzies-larkspur-seeds-delphinium-menziesii,SRC-0182,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0033-ATTR-03
BCNPPD-0087,PROV-NWM,Delphinium menziesii,product title,Menzies’ Larkspur Seeds (Delphinium menziesii),Pending review,https://northwestmeadowscapes.com/products/menzies-larkspur-seeds-delphinium-menziesii,SRC-0182,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0033-ATTR-01
BCNPPD-0087,PROV-NWM,Delphinium menziesii,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/menzies-larkspur-seeds-delphinium-menziesii,SRC-0182,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0033-ATTR-02
BCNPPD-0104,PROV-NWM,Koeleria macrantha,description,"A tough, but lush, clumpy grass that can support butterfly caterpillars, grazing mammals, and even function as a lawn grass. Like a number of other Northwest regional meadow species (selfheal, yellow rattle, yarrow), prairie junegrass is a species with circumpolar distribution, occurring across much of the cool regions of the Northern Hemisphere. In the UK where it is a foundation of many upland meadows it’s known as crested hairgrass. This is a lush, clump-forming grass for open, exposed areas with good drainage and a decent amount of sun. Like nearly all of our regionally-adapted grasses, this is a species that puts on most of its growth in cooler seasons (fall and spring), with growth slowing in mid-summer. Prairie junegrass is a host plant for caterpillars of the Columbia skipper butterfly ( Hesperia columbia ) and probably a number of other skippers as well. It’s also highly palatable for livestock, deer, and elk. Functionally, this is a highly versatile grass, and can be allowed to either mature into its natural tussock (or mounded) shaped, which is an interesting architectural feature, or it can be mowed roughly and included in alternative turf mixes to create a lawn-like effect with some ecological value. (A few good junegrass companion species for this approach are red fescue, selfheal, prairie burnet). Mature height (including the seed heads) is approximately 1.5 feet. Best planted in the fall or early spring. Available in two sizes: 200 sqft (4.0 grams - Approximately 8,000 to 10,000 seeds) 1000 sqft (20.0 grams - Approximately 40,000 to 50,000 seeds)",Pending review,https://northwestmeadowscapes.com/products/prairie-junegrass-seeds-koeleria-macrantha,SRC-0291,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0135-ATTR-03
BCNPPD-0104,PROV-NWM,Koeleria macrantha,product title,Prairie Junegrass Seeds (Koeleria macrantha),Pending review,https://northwestmeadowscapes.com/products/prairie-junegrass-seeds-koeleria-macrantha,SRC-0291,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0135-ATTR-01
BCNPPD-0104,PROV-NWM,Koeleria macrantha,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/prairie-junegrass-seeds-koeleria-macrantha,SRC-0291,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0135-ATTR-02
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,product title,BC Native Species,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0056-ATTR-01
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,provider observation type,wordpress_seed_mix_table_component,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0056-ATTR-02
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,seed mix seed count percentage,26.54,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0056-ATTR-04
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,seed mix weight percentage,5.00,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0056-ATTR-03
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,product title,Reclamation Seed,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0056-ATTR-05
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,provider observation type,wordpress_seed_mix_table_component,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0056-ATTR-06
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,seed mix seed count percentage,26.54,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0056-ATTR-08
BCNPPD-0104,PROV-PREMIER,Koeleria macrantha,seed mix weight percentage,5.00,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0056-ATTR-07
BCNPPD-0113,PROV-NWM,Navarretia squarrosa,description,"A rain garden plant for rare bees. Appearing like plant out of time, Navarretia is one of those few native wildflowers that still sometimes persists alongside humans in unexpected places -- showing up briefly in compacted gravel roadsides, and wet vacant lots, then disappearing again for decades. Our population is one of these ephemeral patches, having emerged from a bare muddy spot in a hedgerow gap, where winter flood waters had pooled up, then dried out in the summer. This pattern of favoring wet winter ground followed by summer drought speaks to the true ecology of this plant – a plant that likely first existed in and around wild vernal meadow pools from southern California to British Columbia. Such small seasonal ponds sustained small wetland songbirds and frogs before drying out into a riot of small, early summer wildflowers. Navarretia is part of that specific wildflower community and is still a great plant for similar locations – places such as bioswales and rain gardens. Smelling strongly of green cannabis(!), this is a glandular (i.e. sticky), little annual plant with stiff, hair-like filaments. A member of the phlox family, it produces globe-like flower heads of small lavender blossoms that bear a constant succession of blooms during the long summer flowering season, ultimately producing apparently edible seeds. The faunal associations of this plant are not well understood, however we strongly suspect it is a plant that attracts a number of rare and uncommon bees. In particular, it’s likely that a number of very, very tiny Perdita and Andrena mining bees are close associates of this plant, as well as some cryptic members of the leafcutter bee family, Ashmeadiella californica and Anthidium palliventre – the Pacific wool-carder bee—a species that we otherwise only know of as a coastal specialist visiting gumweed and nesting in sandy ground. This is an unappreciated wildflower with lots of potential. Try it in container plantings, with meadowfoam and native clovers for a miniature porch bee garden. Or construct your own backyard vernal pool with this plant -- supporting frogs and pollinators alternatively across the seasons. Approximately 500-very tiny seeds per packet (0.1 grams).",Pending review,https://northwestmeadowscapes.com/products/pincushion-navarretia-seeds-navarretia-squarrosa,SRC-0264,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0108-ATTR-03
BCNPPD-0113,PROV-NWM,Navarretia squarrosa,product title,Pincushion Navarretia Seeds (Navarretia squarrosa),Pending review,https://northwestmeadowscapes.com/products/pincushion-navarretia-seeds-navarretia-squarrosa,SRC-0264,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0108-ATTR-01
BCNPPD-0113,PROV-NWM,Navarretia squarrosa,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/pincushion-navarretia-seeds-navarretia-squarrosa,SRC-0264,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0108-ATTR-02
BCNPPD-0116,PROV-NWM,Olsynium douglasii,description,"Possibly the earliest blooming meadow wildflower in the west, grass widows shows up in early spring, when the weather is still blustery and cold. It appears like some work of magic from normally short, thin, unnoticeable, grass-like foliage to produce vibrant clusters of purple, red, or pink flowers that only each only last for a couple of days. Almost immediately after you see them, the flowers are gone. Unless you took a picture, you might wonder if they really were ever there. It's remarkable to imagine the earliest-emerging Andrena or Colletes mining bees arriving to visit these brief flowering apparitions, although they're likely also visited by cold and hungry flies of various species . Formerly classified as a species of blue-eyed grass ( Sisyrinchium spp.), this is the only member of its newly-assigned genus that is native to North America, with all of its 11-relative species all found only in South America -- including on desolate and lonely ocean islands in the Southern Hemisphere. Our grass widows are short plants, never more than 8 to 12 inches high, and they occur from coastal British Columbia to California, and inland to Idaho, Nevada, and Utah. You can sometimes find it growing in rocky locations that are wet early in the year, but which dry out in summer. We know of them to appear west of the Cascades on coastal bluffs and in oak savannas. Inland they can appear on steep, rocky hills in the Columbia gorge or among ponderosa pines. Despite the showy flowers, these are slow growing plants. Eventually they produce fibrous roots and rhizomes from clumping stems that can be divided to make more plants. Grass widows seeds need to be started outside in the Fall. We plant these seeds in deep trays or containers, with the seed just barely covered. They will need extended exposure to cold weather and moisture before germination will occur (which usually happens the following spring). We recommend keeping young grass widows plants in containers for two growing seasons before transplanting, and giving them shade and minimal water in the summer (just enough water to keep from totally drying out). This is an excellent plant for rock gardens, and possibly even green roofs with adequate soil depths of at least 6 inches. Despite being a member of the Iris family (which herbivores typically avoid) this plant is sometimes susceptible to deer browsing. 0.3 grams (Approximately 50 seeds).",Pending review,https://northwestmeadowscapes.com/products/grass-widows-seeds-olsynium-douglasii,SRC-0303,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0147-ATTR-03
BCNPPD-0116,PROV-NWM,Olsynium douglasii,product title,Grass Widows Seeds (Olsynium douglasii),Pending review,https://northwestmeadowscapes.com/products/grass-widows-seeds-olsynium-douglasii,SRC-0303,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0147-ATTR-01
BCNPPD-0116,PROV-NWM,Olsynium douglasii,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/grass-widows-seeds-olsynium-douglasii,SRC-0303,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0147-ATTR-02
BCNPPD-0123,PROV-NWM,Plagiobothrys scouleri,description,"One of the smallest plants we offer, this is also a unique annual ground cover for sunny, but seasonally wet places. Like fragrant popcorn flower ( Plagiobothrys figuratus ), Scouler’s popcorn flower is a vernal pool specialist – it germinates in and around seasonally flooded low spots and ponds, emerging every year from bare, muddy ground as a low, almost succulent plant. While the stems are often mere inches long, and the tubular flowers are tiny (1-2 mm!), this and other popcorn flowers are still plants with numerous interesting wild bee associates, including: the striped mining bee ( Andrena angustitarsata ), the golden-haired mining bee ( Andrena auricoma ), Alice’s mining bee ( Andrena mackieae ), the clover mining bee ( Andrena plana ), the lonely mining bee ( Andrena sola ), and various other mining bee species, such as Andrena escondida , Andrena pensilis , Andrena atypica , Andrena dissimulans , Andrena chapmanae , Andrena pensilis , and Perdita niten s; as well as various mason and carder bees including the Utah wool-carder bee ( Anthidium utahense ), Chelostoma californicum and Protosmia rubifloris , and the short-faced sweat bee ( Dufourea mulleri ). This is an under-explored plant for rain gardens and bioswales, with the potential to form lush seasonal carpets of tiny springtime flowers. Ready for planting small masses with 1500-2500 (very tiny!) seeds per packet (0.3 grams).",Pending review,https://northwestmeadowscapes.com/products/scouler-s-popcorn-flower-seeds-plagiobothrys-scouleri,SRC-0283,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0127-ATTR-03
BCNPPD-0123,PROV-NWM,Plagiobothrys scouleri,product title,Scouler’s Popcorn Flower Seeds (Plagiobothrys scouleri),Pending review,https://northwestmeadowscapes.com/products/scouler-s-popcorn-flower-seeds-plagiobothrys-scouleri,SRC-0283,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0127-ATTR-01
BCNPPD-0123,PROV-NWM,Plagiobothrys scouleri,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/scouler-s-popcorn-flower-seeds-plagiobothrys-scouleri,SRC-0283,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0127-ATTR-02
BCNPPD-0124,PROV-PREMIER,Poa secunda,product title,BC Native Species,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0024-ATTR-01
BCNPPD-0124,PROV-PREMIER,Poa secunda,product title,BC Native Species,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0024-ATTR-03
BCNPPD-0124,PROV-PREMIER,Poa secunda,provider observation type,wordpress_species_profile,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0024-ATTR-02
BCNPPD-0124,PROV-PREMIER,Poa secunda,provider observation type,wordpress_seed_mix_table_component,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0024-ATTR-04
BCNPPD-0124,PROV-PREMIER,Poa secunda,seed mix seed count percentage,24.55,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0024-ATTR-06
BCNPPD-0124,PROV-PREMIER,Poa secunda,seed mix weight percentage,10.00,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0024-ATTR-05
BCNPPD-0124,PROV-PREMIER,Poa secunda,product title,Reclamation Seed,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0024-ATTR-07
BCNPPD-0124,PROV-PREMIER,Poa secunda,provider observation type,wordpress_seed_mix_table_component,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0024-ATTR-08
BCNPPD-0124,PROV-PREMIER,Poa secunda,seed mix seed count percentage,24.55,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0024-ATTR-10
BCNPPD-0124,PROV-PREMIER,Poa secunda,seed mix weight percentage,10.00,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0024-ATTR-09
BCNPPD-0135,PROV-NWM,Sidalcea hendersonii,description,"Formerly occurring from Oregon to Alaska in tidal marshes and wet meadows near the coast, this magenta-bloomed plant has significantly declined across most of its former habitat and may completely disappear in the wild at some point. Despite its coastal lineage and adaptation to wet soils (including wet, saline soils), Henderson’s checkermallow is remarkably well adapted to a very wide range of conditions, and has a good reputation for thriving in home flower gardens. Mature plants develop a low clump of scallop-shaped leaves, then send up tall shoots of bright magenta flowers, similar to a small hollyhock. With abundant water, plants will continue to produce new flowers in succession over several summer months. We have very good success growing this plant from seed in plug trays by sowing it outdoors in the fall (or after cold stratification in a refrigerator). The seedlings are quite small throughout the first year, but will rapidly grow in size during their second year and begin flowering. This is a plant with some interesting mysteries, including its association with various specialist mallow-family insects, especially various uncommon native bees in the genus Diadasia . It also produces both bisexual flowers and male-sterile (female) flowers, and has distinctly different upper and lower leaf types. We hand collect seeds from this plant on our farm and will only have a limited amount of seed annually. Approximately 100 seeds per packet. (0.25 grams).",Pending review,https://northwestmeadowscapes.com/products/henderson-s-checkermallow-seeds-sidalcea-hendersonii,SRC-0314,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0158-ATTR-03
BCNPPD-0135,PROV-NWM,Sidalcea hendersonii,product title,Henderson’s Checkermallow Seeds (Sidalcea hendersonii),Pending review,https://northwestmeadowscapes.com/products/henderson-s-checkermallow-seeds-sidalcea-hendersonii,SRC-0314,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0158-ATTR-01
BCNPPD-0135,PROV-NWM,Sidalcea hendersonii,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/henderson-s-checkermallow-seeds-sidalcea-hendersonii,SRC-0314,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0158-ATTR-02
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,description,"Another splendidly long-lived western wildflower with an edible bulb. Also known as white brodiaea, and fool’s onion, this is a plant that can grow anywhere camas grows – preferring “wet winter/dry summer” locations from British Columbia to south into central California, and from western Nevada and Idaho to the Pacific Coast. This is a good rain garden plant, and a good species for sometimes soggy but sunny meadows. With care, this also a wildflower can survive to meet our descendants, many generations from now. --We offer these in units of 20 medium, flowering-sized bulbs-- PLEASE NOTE ALL OF THE FOLLOWING: Shipping begins in late October through December. Orders that include both seeds and bulbs may ship in two separate stages (with seeds shipping asap and bulbs shipping in the fall). We try to add additional later harvest bulb species to our inventory as quickly as we can, but if you already have an active bulb order, please email us if you would like to add additional species to it. This is an annual herculean effort for us as a small business -- we are unable to accommodate specific shipping dates. We love hearing from you, but emailing us to inquire about order status in the middle of the shipping season slows your order down -- we're a small team with limited capacity! If you have not received your order by the late stage of our shipping window (early December), please do reach out for an update. Due to phytosanitary restrictions, we are unable to ship bulbs to Canada.",Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-bulbs-triteleria-hyacinthiana-20-count,SRC-0201,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-03
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,product title,Wild Hyacinth Bulbs (Triteleia hyacinthina) - (20 Ct.) Pre-Order for Nov 2026 Shipping,Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-bulbs-triteleria-hyacinthiana-20-count,SRC-0201,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-01
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-bulbs-triteleria-hyacinthiana-20-count,SRC-0201,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-02
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,description,"Another splendidly long-lived western wildflower with an edible bulb. Also known as white brodiaea, and fool’s onion, this is a plant that can grow anywhere camas grows – preferring “wet winter/dry summer” locations from British Columbia to south into central California, and from western Nevada and Idaho to the Pacific Coast. Like camas, this plant takes a number of years to flower when planted from seed, and when it does mature to a flowering age, the tall handsome clusters of blooms last mere days, before disappearing back under-ground (sometimes not appearing again for several years). The slender, cryptic leaves of plant similarly make only brief appearances. All of this happens year-after-year, decade-after-decade, century-after-century in the very long lifespan of enigmatic plant. Over that timescale the plant slowly develops into a tennis ball-sized bulb (actually a corm), that may anchor itself more than a foot deep into heavy, mucky, clay soils. Although slow to start from seed, as the corms mature, they produce offsets that can be divided to produce new plants. This is a good rain garden plant, and a good species for soggy but sunny meadows. With care, this also a wildflower can survive to meet our descendants, many generations from now. 0.5 grams (approximately 200 seeds)",Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-seeds-triteleia-hyacinthina,SRC-0202,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-06
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,product title,Wild Hyacinth Seeds (Triteleia hyacinthina),Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-seeds-triteleia-hyacinthina,SRC-0202,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-04
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/wild-hyacinth-seeds-triteleia-hyacinthina,SRC-0202,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0051-ATTR-05
BCNPPD-0167,PROV-NWM,Monardella odoratissima,description,"The Great Central Plain of California…was one smooth, continuous bed of honey-bloom, so marvelously rich that, in walking from one end of it to the other, a distance of more than 400 miles, your foot would press about a hundred flowers at every step. Mints, gilias, nemophilas, castilleias, and innumerable composite were so crowded together that, had ninety-nine percent of them been taken away, the plain would still have seemed…extravagantly flowery. - John Muir, The Bee Pastures of California (1882) Mountain coyote mint is a plant of rocky open ground, a summer-blooming wildflower that smells like the essence of a dryland sunset, a plant of fragrant landscapes occurring alongside Madias , and Hemizonias , and Salvias – vaporizing, volatile, resinous plants that perfume wind currents arising up along the Pacific Coast, sweeping inward and over the Sierra Nevada into the Great Basin. It’s in the name… odoratissma . The most fragrant . This is a bee balm; the West’s answer to the eastern genus Monarda , a group of exceptional bee plants. Like its eastern kin, it draws multitudes: Anthidium mormonum (the wool-collecting Mormon bee!), Osmia brevis , Osmia densa , Osmia granulosa, Osmia paradisica (the mason bee of paradise!), Osmia penstemonis , Trachusa timberlakei , Bombus fervidus (the fiery and ardent bumble bee!), Bombus insularis (the isolationist and detached bumble bee!). Also there are the butterflies – the many coppers and blues, the hummingbirds as well of course. Still, look more closely. Mountain coyote mint is a lush landscape to numerous tiny thrips, hunted by their larger predators: the lady beetles, lacewings, and pirate bugs. This is a low-growing, long-lived perennial – and sprawling – never ascending skyward much more than about 12-inches. The pale lavender-purple flowers are ignored by browsing deer, who find the minty taste unpalatable. Plant mountain coyote mint in the hardest places. Among the rocks where soil moisture is brief and scarce. In sunbaked front yards, and along the sides of desolate gravel roads. It is native across most of the land from Southern inland British Columbia to Baja, touching the coast in central California and the western edge of the Rockies. Mountain coyote mint seems to germinate best when the seeds are cold stratified, exposed to about 90-days of cool, wet conditions, then surface sown outdoors where germination tends to occur in the spring over about a month, under prolonged temperatures in the 60-70 degrees Fahrenheit range. With time, tiny seedlings mature into semi-woody clumps that can be divided to create more plants, or propagated from cuttings that root semi-easily when treated with rooting hormone and damp, shaded conditions. 50+ seeds (0.05 grams)",Pending review,https://northwestmeadowscapes.com/products/mountain-coyote-mint-seeds,SRC-0150,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0001-ATTR-03
BCNPPD-0167,PROV-NWM,Monardella odoratissima,product title,Mountain Coyote Mint Seeds (Monardella odoratissima),Pending review,https://northwestmeadowscapes.com/products/mountain-coyote-mint-seeds,SRC-0150,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0001-ATTR-01
BCNPPD-0167,PROV-NWM,Monardella odoratissima,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/mountain-coyote-mint-seeds,SRC-0150,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0001-ATTR-02
BCNPPD-0168,PROV-NWM,Pycnanthemum californicum,description,"Our western answer to the more well known Pycnanthemum species of eastern prairies – a supreme pollinator magnet – deeply, lushly fragrant and soft-leaved – occuring from mid-elevation mountains in the California-Oregon borderlands southward to Baja. Members of this genus attract pollinators in scores. All types. Butterflies and hoverflies, bees of every shape and size, and innumerable interesting solitary wasps. Together these legions show up in grand parties (along with crab spiders who await their arrival). Moreover, look upon the small teeming crowds of tiny foliage dwellers…the thrips…and those that feed upon them…ladybird beetles and lacewings. A single plant is an interesting and lively insect city. Tea from the sweet-minty leaves? Yes. Only capable of growing in the mountain zones? Nope. You might plant this in the San Francisco Tenderloin, or next to a sidewalk in Old Town Tacoma, where the ghosts of our Japanese pioneer ancestors walk. It’s adaptable as a garden specimen outside of its strictly wild home ground, and never ever invasive. The yellow-faced bumble bee and woodland skipper butterfly will immediately recognize it, whether in Vancouver or San Diego. It definitely enjoys a little damp ground and any streambank analog will do: a dripping garden faucet, the dampness beneath a birdbath, the bioswale at your office building where you scatter seeds without permission. Try cold stratification to make the tiny seeds germinate. California mountain mint is a perennial that can achieve heights upwards of about two and a half feet tall, producing white-lavender flowers with a multi-stemmed growth habit. Oh…it also flowers in mid-summer, after the spring wildflowers have gone to sleep. Impeccable. In every way. Approximately 50+ tiny seeds (0.01 grams).",Pending review,https://northwestmeadowscapes.com/products/california-mountain-mint-seeds-pycnanthemum-californicum,SRC-0151,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0002-ATTR-03
BCNPPD-0168,PROV-NWM,Pycnanthemum californicum,product title,California Mountain Mint Seeds (Pycnanthemum californicum),Pending review,https://northwestmeadowscapes.com/products/california-mountain-mint-seeds-pycnanthemum-californicum,SRC-0151,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0002-ATTR-01
BCNPPD-0168,PROV-NWM,Pycnanthemum californicum,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/california-mountain-mint-seeds-pycnanthemum-californicum,SRC-0151,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0002-ATTR-02
